,importance
Model_325xi,0.0
Model_325ix,0.0
SeatBeltsAll_Automatic,0.0
Model_325iC,0.0
SeatBeltsAll_Manual and Automatic,0.0
Model_Atlas Cross Sport,0.0
Model_Aura,0.0
BlindSpotMon_Not Available,0.0
region_texarkana,0.0
Model_Cabrio,0.0
region_southeast IA,0.0
region_southeast KS,0.0
region_southeast alaska,0.0
region_southeast missouri,0.0
region_southern WV,0.0
region_southern illinois,0.0
region_southern maryland,0.0
region_southwest KS,0.0
region_southwest MN,0.0
region_southwest MS,0.0
region_southwest VA,0.0
region_southwest michigan,0.0
Model_Caballero,0.0
Model_CX-9,0.0
region_st augustine,0.0
region_st cloud,0.0
region_st george,0.0
region_st joseph,0.0
region_st louis,0.0
region_state college,0.0
region_statesboro,0.0
region_stillwater,0.0
region_susanville,0.0
region_syracuse,0.0
region_south dakota,0.0
region_siskiyou county,0.0
Model_Cadenza,0.0
region_san angelo,0.0
region_reading,0.0
Model_Caravan,0.0
region_rhode island,0.0
Model_Caprice Police Vehicle,0.0
region_rockford,0.0
region_roseburg,0.0
region_roswell / carlsbad,0.0
Model_Caprice,0.0
region_saginaw-midland-baycity,0.0
region_salina,0.0
region_salt lake city,0.0
Model_Capri,0.0
region_sioux city,0.0
region_san luis obispo,0.0
region_san marcos,0.0
region_sandusky,0.0
region_santa fe / taos,0.0
region_santa maria,0.0
region_savannah / hinesville,0.0
region_scottsbluff / panhandle,0.0
Model_Caliber,0.0
region_sheboygan,0.0
region_show low,0.0
region_shreveport,0.0
region_terre haute,0.0
region_texoma,0.0
Model_Aurora,0.0
region_the thumb,0.0
Model_CL,0.0
Model_CJ-7,0.0
Model_CJ-5,0.0
Model_CC,0.0
Model_C/K Pickup,0.0
Model_C-HR,0.0
Model_Brougham,0.0
Model_Bronco II,0.0
AirBagLocCurtain_Driver Seat Only,0.0
Model_Bronco,0.0
Model_Bravada,0.0
Model_Borrego,0.0
Model_Blazer,0.0
Model_Baja,0.0
Model_BRZ,0.0
Model_B9 Tribeca,0.0
Model_B-Series,0.0
Model_Aztek,0.0
AirBagLocSide_Driver Seat Only,0.0
AirBagLocSide_Passenger Seat Only,0.0
Model_Azera,0.0
AutoReverseSystem_Optional,0.0
Model_Aviator,0.0
BedType_Extended,0.0
Model_Aveo,0.0
Model_CL-Class,0.0
ABS_Optional,0.0
region_zanesville / cambridge,0.0
region_waterloo / cedar falls,0.0
Model_CX-7,0.0
region_topeka,0.0
Model_CX-30,0.0
region_tuscaloosa,0.0
region_twin tiers NY/PA,0.0
region_tyler / east TX,0.0
region_valdosta,0.0
Model_CX-3,0.0
region_victoria,0.0
region_visalia-tulare,0.0
Model_CT6,0.0
region_watertown,0.0
region_yuma,0.0
region_wausau,0.0
region_western IL,0.0
region_western KY,0.0
region_western maryland,0.0
Model_CT4,0.0
Model_CR-Z,0.0
region_wichita falls,0.0
region_williamsport,0.0
region_wilmington,0.0
region_winston-salem,0.0
Model_COROLLA iM,0.0
Series2_TG,0.0
Series2_TF,0.0
Series_Sedan Level 2 - Auto (RF3),0.0
Series_UZZ30L,0.0
Series_Ultimate,0.0
Series_Ultra Super,0.0
Model_HS,0.0
Model_HR-V,0.0
Series_V,0.0
Series_V Series,0.0
Series_V-6,0.0
Series_V-6 SE,0.0
Series_V-6 SEL,0.0
Series_V-8,0.0
Series_V6,0.0
Model_H3,0.0
Model_Grand Wagoneer,0.0
Series_V6 Executive 4Motion,0.0
Series_V6 Executive Luxury,0.0
Series_V6 FSI,0.0
Series_V6 FSI / TDI,0.0
Series_V6 FSI / TDI / Hybrid,0.0
Series_V6 FSI/TDI,0.0
Series_V6 FSI/TDI/Hybrid,0.0
Series_V6 FSI/TDI/Hybrid w/Comfort Suspension,0.0
Series_V6 Luxury,0.0
Series_V6 Premier,0.0
Series_V6 SEL,0.0
Series_V6 TDI,0.0
Series_UZZ40,0.0
Series_UZS190L/GRS191L/GRS196L,0.0
Series_Type 95B,0.0
Series_UZS160L,0.0
Series_Type 982,0.0
Series_Type 9YA,0.0
Series_UCF20L,0.0
Series_UCF30L,0.0
Model_JX35,0.0
Series_UCK45L,0.0
Model_Ion,0.0
Series_UF,0.0
Series_UFC30L,0.0
Series_UJZ100L,0.0
Series_ULTIMATE,0.0
Series_UN,0.0
Model_Intrepid,0.0
Model_Integra,0.0
Series_UPK51L/USK51L/USK52L/UPK56L/USK56L/USK57L,0.0
Series_URJ200L,0.0
Model_Insight,0.0
Series_URL10L,0.0
Series_URS190L/GRS191L/GRS196L/GWS191L,0.0
Model_Imperial,0.0
Series_USK51L/USK52L/USK56L/USK57L,0.0
Series_USK60L/USK65L,0.0
Model_I35,0.0
Model_I30,0.0
Series_UZS/GRS190L/GRS195L,0.0
Series_V6 TDI w/AirSuspension,0.0
Series_V6 and V8 with Sport Suspension,0.0
Series_V60 Cross Country AWD,0.0
Series_V8,0.0
Series_X3,0.0
Series_X5,0.0
Series_X6,0.0
Series_X6 - Series,0.0
Series_XD,0.0
Series_XE,0.0
Series_XH,0.0
Series_XJ,0.0
Series_XJ Supercharged Sedan,0.0
Series_XJL Portfolio,0.0
Series_XK,0.0
Series_XL Denali,0.0
Series_XL SLE,0.0
Series_XL SLT,0.0
Model_Grand Vitara XL-7,0.0
Series_XR,0.0
Series_XR7,0.0
Series_XUV,0.0
Series_YR42,0.0
Series_Yaris iA (USA except Puerto Rico) / Yaris(Puerto Rico),0.0
Series_Z3,0.0
Series_Z4,0.0
Model_Grand Vitara,0.0
Series_ZH,0.0
Series_ZRE142L / AZE141L / AZE144L / AZE146L,0.0
Series_X1,0.0
Series_X (Special),0.0
Series_Wolfsburg 4 Motion,0.0
Series_VR6,0.0
Series_V8 Coupe / V10 Competition Coupe,0.0
Series_V8 w/Air suspension,0.0
"Series_V8, RWD, Navigation Screen",0.0
Series_V90 Cross Country  AWD,0.0
Series_VCK21L,0.0
"Series_VCK30L, UCK30L",0.0
Series_VDP,0.0
Series_VF,0.0
Series_VIII,0.0
Series_VP,0.0
Series_VQ,0.0
Series_VR6 4Motion,0.0
Series_Wolfsburg,0.0
Series_VR6 Sport,0.0
Series_Value edition,0.0
"Series_Value, SEL, Sport, Limited, Ultimate",0.0
"Series_Value, SEL, Sport, Limited, Ultimate, Night",0.0
"Series_Veloster, Value Edition, R-Spec & Veloster Turbo (G Grade is only available)",0.0
Series_Viggen,0.0
Series_W8 4Motion Wgn Sport Group,0.0
Series_WJ,0.0
Model_Grand Voyager,0.0
Series_WRX,0.0
Series_Wagon,0.0
Series_Type 971,0.0
Series_Turbo/Komfort,0.0
Series2_TD,0.0
Series_Sport Hybrid with Advance Package,0.0
Series_Sport Navi,0.0
Series_Sport Special Edition,0.0
Series_Sport Touring (1SH),0.0
Series_Sport Turbo Tech,0.0
"Series_Sport Value Pkg ,Sport Premium pkg, Sport Tech pkg ,Sport 2.0T Base",0.0
"Series_Sport Value Pkg ,Sport Premium pkg, Sport Tech pkg, Sport 2.0T Base",0.0
Series_Sport Wagon,0.0
Series_Sport w/Popular Pkg / Sport w/Premium Pkg / Sport w/Tech Pkg / Sport 2.0T,0.0
"Series_Sport, Limited, SPort 2.0T, Limited 2.0T",0.0
"Series_Sport, Sport Plus",0.0
Series_Sport/GX,0.0
Series_Sport/MC/Convertible/Convertible Sport/Convertible MC,0.0
Series_Sportline,0.0
Series_Sports,0.0
Series_Standard,0.0
Series_Standard (Low) Roof 118 WB,0.0
"Series_Standard / Standard w/ Style Pkg, Standard w/ Tech Pkg",0.0
Series_Standard AWD,0.0
Series_Summit,0.0
Series_Super Deluxe (GLS),0.0
"Series_Super Deluxe (GLS, LS, LX or GS)",0.0
Model_LR2,0.0
Model_L300,0.0
Series_Super Series,0.0
Series_Supercharged,0.0
Series_Sport Hybrid with Advance Pkg,0.0
Series_Sport Hybrid,0.0
Series_Turbo/ Komfort,0.0
Series_Sport FWD,0.0
Series_Sedan Level 2 - Auto (RF7),0.0
Series_Sedan Level 3,0.0
Series_Sedan Level 3 - Auto (RF5),0.0
Series_Select HEV,0.0
Series_Series II S,0.0
Series_Series II SE,0.0
Series_Shelby Convertible,0.0
Series_Shelby Coupe,0.0
Series_Si,0.0
Series_Si/Si HPT,0.0
Series_Signature,0.0
Series_Signature / Ultimate,0.0
Series_Signature Limited,0.0
Model_LS2,0.0
Series_Special,0.0
Model_LR4,0.0
Model_LR3,0.0
"Series_Sport / Sport w/ Premium Pkg, Sport w/ Tech Pkg / Limited / Limited w/Tech Pkg / Limited w/Ultimate Pkg / Sport 2.0T / Limited 2.0T",0.0
Series_Sport 2.0T Ultimate,0.0
"Series_Sport 2.0T Ultimate, Sport 2.0T Ultimate Tech",0.0
Series_Sport 2.0T w/Ultimate Pkg,0.0
Series_Sport 2WD/AWD,0.0
Series_Sport AWD,0.0
Series_Sport Base,0.0
Series_Sport Coupe & Convertible,0.0
Series_Supra 3.0,0.0
Series_T8 AWD,0.0
Series_TDI,0.0
Series_TDI Prestige,0.0
Series_Titanium - 4WD,0.0
Series_Titanium AWD,0.0
Series_Titanium HEV,0.0
Series_Titanium PHEV,0.0
Series_Titanium/Platinum AWD,0.0
Series_Titanium/Platinum FWD,0.0
Series_Titanium/Platinum HEV,0.0
Series_Top,0.0
Series_Touring (DTS),0.0
"Series_Touring (US & Can), Limited (BUX)",0.0
Series_Touring L Plus,0.0
Series_Touring Plus,0.0
Series_Touring/GS,0.0
Series_Touring/Signature Series,0.0
Series_Touring/Touring Elite,0.0
Series_Town Car (Livery),0.0
Model_Jimmy Utility,0.0
Model_Jetta Wagon,0.0
Series_Trailhawk,0.0
"Series_Transsyberia, GTS",0.0
"Series_Trendline, Trendline +",0.0
Series_Turbo,0.0
Series_Turbo Convertible,0.0
"Series_Turbo R-Spec, Turbo and Turbo Ultimate",0.0
Series_Turbo S,0.0
Model_K5,0.0
Series_Ti SPORT Q4,0.0
Series_Ti Q4,0.0
Series_TOURING,0.0
Series_TDI Prestige w/S-Line Pkg.,0.0
Series_TDI without sunroof,0.0
Series_TDI without sunroof/2.5 Limited wo/sunroof,0.0
Series_TG,0.0
Series_TI,0.0
Series_TI (NAFTA),0.0
Series_TITANIUM FHEV,0.0
Model_Kona,0.0
Series_TOP (High),0.0
Series_TOP - High Level,0.0
Series_TOP(EXCLAIM),0.0
"Series_TOURING (HEV), EX Premium (HEV)",0.0
Series_Ti LUXORY Q4,0.0
Series_TOURING-7,0.0
Series_TRAILHAWK,0.0
Series_TRG/TRG-EL,0.0
Model_Kizashi,0.0
Series_TRN225L/GRN225L,0.0
Series_TRN245L,0.0
Series_TRN245L/GRN245L,0.0
Model_K900,0.0
Series_TT Coupe quattro,0.0
Series_Technology Package,0.0
Series_Ti,0.0
Model_Grand Prix,0.0
Series_ZRE186L,0.0
Series_ZRE212L-DEXDPA,0.0
Model_G5,0.0
Series2_Dual Rear Wheels,0.0
Series2_E (Economy),0.0
Series2_E Series,0.0
Series2_E30,0.0
Series2_E30/16,0.0
Series2_Extended Cab,0.0
Series2_Extra Long Wheelbase w/IFS,0.0
Series2_FD,0.0
Series2_GT,0.0
Series2_Glazed High Roof Van,0.0
Series2_HG,0.0
Model_G3,0.0
Series2_Hatchback Tall Body Style,0.0
Series2_Hatchback Tall body style,0.0
Series2_Hatchback style vehicle,0.0
Series2_Heavy Duty,0.0
Series2_High,0.0
Series2_High Roof,0.0
Series2_High Roof Cargo Van,0.0
Series2_High Roof Van,0.0
Series2_Honda Sensing,0.0
Series2_Hybrid (TF HEV),0.0
Series2_Hybrid Vehicle,0.0
Series2_JB,0.0
Series2_JR - Family,0.0
Series2_DT,0.0
Series2_Coupe Body Style,0.0
Series_ZSP110L,0.0
Series2_Compact minivan,0.0
Series2_250h,0.0
Series2_3.0T quattro Technik (Canada),0.0
Series2_3/4 Ton,0.0
Series2_300,0.0
Series2_4-Door MPV Coupe,0.0
Model_GLB-Class,0.0
Series2_400,0.0
Series2_430,0.0
Series2_470,0.0
Series2_600 hL,0.0
Series2_AMG-GT,0.0
Model_G90,0.0
Series2_All Purpose Vehicle,0.0
Series2_All Purpose Vehicle (EXT),0.0
Model_G8,0.0
Series2_BK,0.0
Series2_BK F/L,0.0
Series2_Base,0.0
Model_G6,0.0
Series2_Body Style: Open Body,0.0
Series2_Body: Hatchback Tall,0.0
Series2_Club Wagon Body Style,0.0
Series2_Coach Body Style,0.0
Series2_Commercial,0.0
Series2_Compact Cab,0.0
Series2_Komfort (Canada),0.0
Series2_Koup YD (2DR),0.0
Model_G25,0.0
Model_G20,0.0
Series2_Progressive S-Line (Canada),0.0
Model_Freestyle,0.0
Model_Freestar,0.0
Series2_R (Race),0.0
Series2_Regular Cargo Van,0.0
Series2_Regular Van,0.0
Model_Freelander,0.0
Series2_S Series,0.0
Series2_S5 Prestige quattro,0.0
Series2_SPECIAL,0.0
Series2_SPORTS,0.0
Series2_Sedan Body Class,0.0
Series2_Sedan Body Style,0.0
Series2_Sedan body style,0.0
Series2_Shooting Brake Body Style,0.0
Series2_Single Rear Wheels,0.0
Series2_Small Van,0.0
Series2_Special,0.0
Series2_Special Pickup and Panel Delivery from Passenger car,0.0
Series2_Sport Wagon Body Style,0.0
Series2_Sportback body style,0.0
Series2_Sports Wagon,0.0
Series2_Standard Roof,0.0
Series2_Standard Roof Cargo van,0.0
Series2_T (Touring),0.0
Series2_Progressiv S-Line (Canada),0.0
Series2_Progressiv (Canada),0.0
Series2_Premium,0.0
Series2_MZEA12L-AHXNBA,0.0
Series2_LX - Family,0.0
Series2_Long Coach Body Style,0.0
Series2_M Series,0.0
Series2_MC,0.0
Series2_MCV20L,0.0
Series2_MD,0.0
Series2_MD 2DR,0.0
Series2_MPV - Wagon Body Style,0.0
Series2_MZEA12L-AEXSBA,0.0
Series2_MZEA12L-AEXYBA,0.0
Series2_MZEA12L-AHFNBA,0.0
Model_G-Series,0.0
Model_G-Class,0.0
Series2_Minivan (Long Coach),0.0
Series2_New GTI,0.0
Series2_New Golf,0.0
Series2_New Jetta,0.0
Series2_Notchback Style,0.0
Series2_P Series,0.0
Series2_PT - Family,0.0
Series2_Panel Van,0.0
Series2_Passenger Van - Wagon Body Style,0.0
Series2_Passenger Van - Wagon body style,0.0
Series2_Police Interceptor,0.0
Series2_2.0T quattro Progressiv (Canada),0.0
Series2_2-dr Convertible Body Style,0.0
Series2_129,0.0
Trim2_Base Grade,0.0
"Series_manual trans, RWD, High Feature V6",0.0
Series_quattro Premium,0.0
Series_quattro Premium Plus,0.0
Series_quattro Premium plus,0.0
Series_quattro Prestige,0.0
Series_quattro S-Line,0.0
Series_quattro premium plus,0.0
Series_quattro/ 2.0 /3.2 Prestige,0.0
Series_quattro/ 2.0 Premium / 3.2 Premium Plus,0.0
Series_quattro/ 2.0 Premium Plus,0.0
Series_sDrive28i,0.0
Series_turbo,0.0
Series_turbo convertible w/manual trans,0.0
Series_w/ Auto,0.0
Series_w/Dual Airbags,0.0
Series_w/Dual air bags,0.0
Series_w/Premium package,0.0
Series_w/o ABS,0.0
Series_with Package 1,0.0
Trim2_1 ton nominal,0.0
Model_Golf SportWagen,0.0
Trim2_3/4 ton nominal,0.0
Trim2_7 Passenger,0.0
Trim2_750I/ALPINA B7,0.0
Trim2_8 Passenger,0.0
"Series_manual trans, RWD",0.0
"Series_auto trans, RWD, Navigation, High feature V6",0.0
"Series_auto trans, RWD, High Feature V6",0.0
Series_ZX3,0.0
Series_ZTS,0.0
Series_ZTW,0.0
Series_ZVW35L,0.0
Model_Grand Marquis,0.0
Series_ZVW50L/ZVW51L,0.0
Series_ZVW51L/ZVW55L,0.0
Series_ZVW52L,0.0
Series_ZVW52L-AHXEBA / ZVW52L-AHXGBA,0.0
Model_Grand AM,0.0
Series_ZWE211L,0.0
Series_ZWE213L,0.0
Series_ZX3 SVT,0.0
"Series_auto trans, RWD & Navigation",0.0
Series_ZX4,0.0
Series_ZX5,0.0
Series_ZXW,0.0
Series_ZZE110L,0.0
Series_ZZE130L/ZZE131L,0.0
Series_ZZE132L,0.0
Series_ZZE132L/ZZE133L/ZZE134L,0.0
Series_ZZT230L,0.0
Series_ZZT230L/ZZT231L,0.0
Series_ZZW30L,0.0
Series_Zephyr,0.0
Model_Golf,0.0
Trim2_COMFORT,0.0
Series2_124,0.0
Trim2_Cloth,0.0
Trim2_S Grade,0.0
Trim2_S grade,0.0
Trim2_SPECIAL EDITION,0.0
Trim2_SR5 grade,0.0
Trim2_SVG,0.0
Trim2_Soft Top,0.0
Trim2_Sport,0.0
Trim2_Wagon Body Type,0.0
Trim2_With NAVI,0.0
Trim2_With RES,0.0
Trim2_X Grade,0.0
Trim2_w/ Leather,0.0
Trim2_w/ Low Emissions Package,0.0
Trim2_w/ NAVI,0.0
Trim2_w/ Nav,0.0
Trim2_w/ Nav & Low Emissions Package,0.0
Trim2_w/ Navigation,0.0
Trim2_w/ eAssist,0.0
"Trim2_w/Leather, w/Navigation",0.0
"Trim2_w/o Leather, w/Navigation",0.0
"Trim2_w/o Leather, w/o Navigation",0.0
Trim2_w/o Navigation,0.0
Trim2_with RES,0.0
Series2_1/2 Ton,0.0
Series2_1/2 ton,0.0
Trim2_Retractable Hardtop,0.0
Trim2_RWD (Canada),0.0
Trim2_Platinum grade,0.0
"Trim2_Entertainment System: Bang & Olufsen® 3D Premium Sound System with 15 speakers, 16-channel amplifier and 680 watts",0.0
Trim2_Club Cab (Half rear door),0.0
Trim2_Conventional Cab/Chassis Cab/Chassis,0.0
Trim2_Crew Cab / Quad Cab,0.0
Trim2_CrewMax,0.0
Trim2_CrewMax Ltd,0.0
Trim2_CrewMax Short Bed,0.0
Trim2_D grade,0.0
"Trim2_D23,D28",0.0
Model_Geo Prizm,0.0
Trim2_Double Cab Long Bed,0.0
Trim2_E Grade,0.0
Trim2_FFV,0.0
Trim2_OUTBACK (wagon),0.0
Model_Genesis Coupe,0.0
Model_Genesis,0.0
Trim2_Hard Top,0.0
Trim2_High Roof,0.0
Trim2_Hybrid,0.0
Trim2_LE 7 Passenger Mobility/LE 8 Passenger,0.0
Trim2_Leather,0.0
Trim2_Limited grade,0.0
Trim2_Ltd/Ltd Premium/XLE Mobility - 7 Pass; XLE/XLE Premium - 8 Pass,0.0
Trim2_MHEV,0.0
Trim2_NAVI,0.0
Model_ProMaster 3500,0.0
Series_CLS400,0.0
Series_Denali (FWD),0.0
Trim_LTZ (FWD),0.0
Trim_LT Grade,0.0
Trim_LT-1LT,0.0
Trim_LT/1LT,0.0
Trim_LT/2LT,0.0
Trim_LT1,0.0
Trim_LT2,0.0
Trim_LTD,0.0
Trim_LTD Plus,0.0
Trim_LTD Plus Navi,0.0
Trim_LTZ (&1LZ),0.0
Trim_LTZ (1LZ),0.0
Model_Terraza,0.0
Trim_LTZ (AWD),0.0
Trim_LTZ (RPO STZ),0.0
Trim_LX/LXi,0.0
Trim_LTZ Fleet,0.0
Trim_LUX,0.0
Trim_LUXURY,0.0
Trim_LX - Middle-low,0.0
Trim_LX / LX Convertible,0.0
Trim_LX Premium,0.0
Trim_LX w/ Anti-Lock Brakes,0.0
Trim_LX w/Popular Pkg,0.0
"Trim_LX, EX",0.0
Trim_LX-S,0.0
Trim_LX-V6,0.0
Trim_LX/Classic/Street,0.0
Trim_LX/LX Conv/LX Conv Plus/1.6T LX/1.6T LX Tech,0.0
Trim_LT FL,0.0
Trim_LT Classic (&1LT),0.0
Trim_LT AWD (1LT),0.0
Trim_LT / FL,0.0
Trim_LHD,0.0
Trim_LIMITED,0.0
Trim_LL Bean,0.0
Trim_LOUNGE,0.0
Model_Torrent,0.0
Trim_LS (&1LS),0.0
Trim_LS (1FL),0.0
Trim_LS (1LS),0.0
Trim_LS (AWD),0.0
Trim_LS (FL),0.0
Trim_LS (FWD),0.0
Trim_LS / Captiva Sport LS,0.0
Trim_LS Classic (&1LS),0.0
Trim_LS FL,0.0
Trim_LS Fleet,0.0
Trim_LS Grade,0.0
Trim_LS w/Connectivity Package,0.0
Trim_LS w/Leather seats,0.0
Trim_LS/FL,0.0
Trim_LSC,0.0
Model_Tiguan Limited,0.0
Trim_LT (& 2LT),0.0
Model_Tiburon,0.0
Trim_LT (2FL),0.0
Trim_LT (2LT),0.0
Trim_LT (3LT),0.0
Trim_LT (FL),0.0
Trim_LX/LX Wagon w/Anti-Lock Brakes,0.0
Trim_LXi,0.0
Trim_Limited+ES+BSD,0.0
Trim_Limited +Navi +ES +BSD,0.0
Trim_Limited + NAVI,0.0
Trim_Limited + NAVI + ES,0.0
Trim_Limited + Navi(HK),0.0
Trim_Limited +6CD HK,0.0
Trim_Limited +CWP,0.0
Trim_Limited +CWP+Navi+M/R,0.0
Trim_Limited +CWP+Navi+M/R+Eyesight,0.0
Trim_Limited +ES,0.0
Trim_Limited +ES +BSD,0.0
Trim_Limited +ES +BSD/N Limited +ES +BSD,0.0
Trim_Limited +M/R+/Navi,0.0
Trim_Limited +M/R+6CD HK,0.0
Trim_Limited +NAVI +ES +BSD/N Limited +NAVI +ES +BSD,0.0
Trim_Limited / Dream Cruiser,0.0
Trim_Laramie Club Cab / Quad Cab,0.0
Trim_Limited / Touring Convertible,0.0
Trim_Limited 7+ES+KA,0.0
Trim_Limited 7+ES+KA+M/R+NAVI+H/K,0.0
Trim_Limited 8+ES+KA+M/R+NAVI+H/K,0.0
Trim_Limited Convertible,0.0
Trim_Limited Grade,0.0
Trim_Limited HEV,0.0
Trim_Limited grade,0.0
Trim_Limited(Export)/Country,0.0
Trim_Limited+ M/R+/Navi,0.0
Trim_Limited+6CD HK,0.0
Trim_Limited+BSD,0.0
Trim_Limited+Clearance&Back Sonar Package/Limited HV+Clearance&Back Sonar Package,0.0
Trim_Limited + Moon Roof + NAVI + Eyesight + 6CD,0.0
Trim_Limited + MR + NAVI(H/K),0.0
Trim_Limited + MR + NAVI,0.0
Trim_Limited + MR + KA + NAVI(H/K) + BSD + ES,0.0
Trim_Laramie Mega Cab,0.0
Trim_Laramie/Sport,0.0
Model_Tercel,0.0
Trim_Laredo/Rocky Mountain Edition,0.0
Model_Telluride,0.0
"Trim_Latitude(US,Mex), Longitude(BUX), North(Can)",0.0
Trim_Latitude/Longitude/North,0.0
Trim_Leather (1SL),0.0
Trim_Leather 5 Seat,0.0
Trim_Leather 7 Seat,0.0
Trim_Lev1 - All models,0.0
Trim_Lev2 - All models,0.0
Trim_Lev2 - Luxury Edition,0.0
Trim_Lev3 - All models,0.0
Model_Taurus X,0.0
Trim_Limited (G Grade),0.0
Trim_Limited + 6CD,0.0
Trim_Limited + 6CD HK,0.0
Trim_Limited + CWP+Navi+M/R,0.0
Trim_Limited + Eyesight + Navigation (HK) + SMART,0.0
Trim_Limited + M/R,0.0
Trim_Limited + M/R + 6CD,0.0
Trim_Limited + M/R + 6CD HK,0.0
Trim_Limited + M/R + Navi,0.0
Trim_Limited + MR,0.0
Trim_Limited + MR + ES + NAVI,0.0
Trim_Limited + MR + KA + NAVI(H/K) + BSD,0.0
Trim_LEV 2 - Luxury Edition,0.0
Trim_LEV 1 - All Models,0.0
Trim_LEV 1,0.0
Trim_HSE LUX,0.0
Trim_Grand Sport Standard 1LT,0.0
Trim_Grand Touring,0.0
Trim_Grand Touring (Hard Top),0.0
Trim_Grand Touring (Soft Top),0.0
Trim_Grand Touring Reserve,0.0
Trim_HEV,0.0
Trim_HEV EX,0.0
Trim_HEV F/L,0.0
Trim_HIGH,0.0
Trim_HP,0.0
Model_V Conventional,0.0
Trim_HSE / Supercharged Spec 2,0.0
Trim_HSE Dynamic,0.0
Trim_HSE Lux,0.0
Trim_LE/XLE/Limited,0.0
Trim_HSE Luxury,0.0
Trim_HSE PLUS,0.0
Trim_HSE SPEC 1,0.0
Trim_HSE Spec 1,0.0
Trim_HSE Spec 3,0.0
Trim_HSE w/LUXURY PACK,0.0
Trim_HSE w/Lux Pkg,0.0
Trim_HSE w/Luxury Pack,0.0
Trim_HSE w/Tech pack,0.0
"Trim_HSE, Spec 1",0.0
Trim_HSE/Landmark Edition,0.0
Trim_HYBRID,0.0
Trim_Hard Top,0.0
Trim_Grand Sport Standard,0.0
Trim_Grand Sport Premium 3LT,0.0
Trim_Grand Sport Premium,0.0
Trim_Grand Sport Preferred 2LT,0.0
"Trim_GT (US), GT Rallye (Can)",0.0
Trim_GT SULEV-PZEV,0.0
Trim_GT Sport,0.0
Trim_GT/Cambriocorsa,0.0
Trim_GT/Dream Cruiser,0.0
Trim_GT/TRD SE,0.0
Trim_GT1,0.0
Trim_GT2,0.0
Trim_GTP,0.0
Trim_GTS,0.0
Trim_GTS (US),0.0
Trim_GX,0.0
Trim_GXP,0.0
Trim_GXP Turbo CV,0.0
Trim_Grade S (CVT),0.0
Trim_Grade S (MT),0.0
Trim_Grade: Luxury,0.0
Trim_Grade: SR5,0.0
Trim_Grade: SR5 V6,0.0
Trim_Graduate,0.0
Trim_Gran Coupe,0.0
Trim_Grand Sport - 2LT,0.0
Trim_Grand Sport - 3LT,0.0
Trim_Grand Sport 1LT,0.0
Trim_Grand Sport 2LT,0.0
Trim_Grand Sport 3LT,0.0
Trim_Grand Sport 4LT,0.0
Trim_Heat,0.0
Trim_Hemi C,0.0
Trim_Hi-Sport SS,0.0
Trim_K,0.0
Model_Trailblazer,0.0
Trim_KM,0.0
Model_Tracker,0.0
Trim_L - Low level,0.0
"Trim_L, LX",0.0
Trim_L-S,0.0
Trim_L.L.Bean,0.0
Trim_L/LE,0.0
Trim_L/LE/SE,0.0
Trim_L/LE/XLE/LTD.,0.0
Trim_L4,0.0
Trim_L4 Limited (US)/2.4L JLX-L (Canada),0.0
Trim_L4 Premium (US)/2.4L JX (Canada),0.0
Model_Town Car,0.0
Trim_LAREDO,0.0
Trim_LE (X Grade),0.0
Trim_LE ECO,0.0
Trim_LE HV 4WD,0.0
Trim_LE Hybrid,0.0
Trim_LE Mobility/LE,0.0
Trim_LE Plus/XLE,0.0
Trim_LE w/Premium pkg2,0.0
"Trim_LE, w/Premium Pkg",0.0
Model_Touareg,0.0
Trim_LE/SE/XLE Hybrid,0.0
Trim_LE/SE/XLE/XSE,0.0
Trim_LE/XLE Hybrid,0.0
Trim_KH,0.0
Trim_Juke/Juke Nismo,0.0
Trim_High,0.0
"Trim_Juke, Juke NISMO",0.0
Trim_High (with Third seat),0.0
Trim_High (without Third seat),0.0
Trim_High Grade,0.0
Trim_High Roof,0.0
Trim_High Roof 136in WB,0.0
Trim_High Roof 159in WB,0.0
Trim_High grade,0.0
Trim_High grade (Canada only),0.0
Trim_Hybrid,0.0
Trim_Hybrid - XLE Plus/XLE Premium//Ltd.,0.0
Trim_Hybrid - XLE/XSE/Ltd.,0.0
Trim_Hybrid 4-M,0.0
Trim_Hybrid TECH,0.0
Trim_ILX,0.0
Model_UX,0.0
Trim_Internet Model,0.0
Trim_JB,0.0
Model_Trooper,0.0
Model_Tribute,0.0
Model_Trans Sport,0.0
Trim_JX (Canada)/Sedan LE (US)/Sedan LE Pop Pkg (US)/Sedan Base (Canada),0.0
Trim_JX (Canada)/Sedan LE(US)/Sedan LE Pop Pkg (US)/Sedan Anniversary Edition (US)/Sedan Base (Canada),0.0
Trim_JX (JX-H-27 Conv.),0.0
Trim_JX / JLX w/ABS,0.0
Trim_JXi,0.0
Trim_Jeep/Unlimited Jeep,0.0
Trim_Jet,0.0
Trim_Limited+ES,0.0
Trim_Limited+ES+BSD+NAVI,0.0
Trim_R-Design,0.0
Trim_Premium 1,0.0
Trim_Premium + MR + ES,0.0
Trim_Premium + MR + NAVI + ES,0.0
Trim_Premium +6CD HK+ CWP,0.0
Trim_Premium +BSD,0.0
Trim_Premium +CWP,0.0
Trim_Premium +CWP+M/R,0.0
Trim_Premium +ES +BSD,0.0
Trim_Premium +ES/N Premium +ES,0.0
Trim_Premium +M/R,0.0
